event_date,employee_id,event_type,event_reason,salary_local_before,salary_local_after,currency_code
2024-09-30,E04789,Hire,Span Rebalance,,153947.0378698604,EUR
2024-10-31,E00088,Promotion,Career Progression,144297.65068085617,157874.03014044632,USD
2024-10-31,E00147,Promotion,Career Progression,210237977.27562663,239338461.3385699,COP
2024-10-31,E00282,Promotion,Career Progression,169478.09018798146,194424.37173820773,USD
2024-10-31,E00367,Promotion,Career Progression,1338680.7563652962,1497803.3920806441,MXN
2024-10-31,E00438,Promotion,Career Progression,244191827.69628835,274244091.34572315,COP
2024-10-31,E00488,Promotion,Career Progression,103996289.03266287,112963431.58994366,COP
2024-10-31,E00516,Promotion,Career Progression,170184.46612782974,184441.98007447209,SGD
2024-10-31,E00635,Promotion,Career Progression,768381.1492079691,830149.654616451,MXN
2024-10-31,E01464,Promotion,Career Progression,72307.23519137938,81301.66387267491,EUR
2024-10-31,E01557,Promotion,Career Progression,105177.77100080877,119724.26146310435,USD
2024-10-31,E01693,Promotion,Career Progression,71722.14523125725,77725.06648641553,EUR
2024-10-31,E02034,Promotion,Career Progression,172228.97846906763,190165.65807698402,BRL
2024-10-31,E02227,Promotion,Career Progression,79397.0619246086,88435.96674840666,GBP
2024-10-31,E02248,Promotion,Career Progression,96025.25255385775,108083.15631659374,EUR
2024-10-31,E02353,Promotion,Career Progression,119775.68306939099,135060.67228538074,GBP
2024-10-31,E02737,Promotion,Career Progression,131800.4254964801,147148.69139812823,SGD
2024-10-31,E03508,Promotion,Career Progression,82284.1335867734,90858.72400233273,USD
2024-10-31,E03676,Promotion,Career Progression,770452.471317031,882759.3205572112,MXN
2024-10-31,E03697,Promotion,Career Progression,86729.63965253446,94014.31786381618,SGD
2024-10-31,E03850,Promotion,Career Progression,188461.95303077207,214197.2076981528,USD
2024-10-31,E04128,Promotion,Career Progression,135277.56954196293,148498.7241798953,SGD
2024-10-31,E04374,Promotion,Career Progression,134098.0771532407,153025.11982251782,EUR
2024-10-31,E04700,Promotion,Career Progression,143701.98635463632,160918.76242331855,USD
2024-10-31,E04704,Promotion,Career Progression,148184.33743086483,161729.3055623237,USD
2024-10-31,E00092,Voluntary Exit,Compensation,57092.00249547878,,USD
2024-10-31,E00188,Voluntary Exit,Career Growth,112272.18411389325,,SGD
2024-10-31,E00313,Voluntary Exit,Compensation,67756.41244120551,,GBP
2024-10-31,E00393,Involuntary Exit,Restructuring,131323.66618402506,,USD
2024-10-31,E00465,Voluntary Exit,Manager,176682918.5657981,,COP
2024-10-31,E00667,Voluntary Exit,Compensation,138906.15993630793,,BRL
2024-10-31,E00676,Voluntary Exit,Compensation,355170.3733751266,,BRL
2024-10-31,E00858,Voluntary Exit,Work-life Balance,67569.65121479493,,SGD
2024-10-31,E00887,Involuntary Exit,Performance,107121.07709825125,,EUR
2024-10-31,E01036,Voluntary Exit,Career Growth,207974010.8336213,,COP
2024-10-31,E01078,Involuntary Exit,Performance,84155.3103064581,,USD
2024-10-31,E01515,Voluntary Exit,Compensation,142902.04458609136,,EUR
2024-10-31,E01532,Voluntary Exit,Career Growth,108503470.25285468,,COP
2024-10-31,E01534,Involuntary Exit,Performance,170026986.7153569,,COP
2024-10-31,E01548,Voluntary Exit,Compensation,73985.6236685625,,GBP
2024-10-31,E01559,Voluntary Exit,Career Growth,226528.52182332217,,USD
2024-10-31,E01584,Voluntary Exit,Compensation,115925.70480810943,,USD
2024-10-31,E01679,Voluntary Exit,Career Growth,151539555.02603427,,COP
2024-10-31,E01695,Voluntary Exit,Compensation,228428604.56447032,,COP
2024-10-31,E01704,Voluntary Exit,Career Growth,124889593.57556336,,COP
2024-10-31,E01992,Voluntary Exit,Manager,129835.95010049606,,SGD
2024-10-31,E02087,Voluntary Exit,Career Growth,233905054.05518216,,COP
2024-10-31,E02311,Voluntary Exit,Manager,151153938.53583968,,COP
2024-10-31,E02326,Voluntary Exit,Relocation,50016.91119146983,,GBP
2024-10-31,E02351,Voluntary Exit,Compensation,183572470.4549325,,COP
2024-10-31,E02352,Involuntary Exit,Performance,115723.14143422358,,USD
2024-10-31,E02440,Voluntary Exit,Compensation,62398.873241422116,,EUR
2024-10-31,E02719,Voluntary Exit,Compensation,161173.50812439047,,SGD
2024-10-31,E02759,Involuntary Exit,Performance,100414687.76895855,,COP
2024-10-31,E02778,Voluntary Exit,Career Growth,218763.44891020382,,SGD
2024-10-31,E02787,Voluntary Exit,Compensation,435733.69986167125,,BRL
2024-10-31,E02906,Voluntary Exit,Compensation,68880.31876673042,,EUR
2024-10-31,E03044,Voluntary Exit,Career Growth,193852.47376448935,,USD
2024-10-31,E03086,Voluntary Exit,Compensation,114719724.25625353,,COP
2024-10-31,E03214,Voluntary Exit,Compensation,1205744.5276142824,,MXN
2024-10-31,E03294,Voluntary Exit,Manager,246869.96312391412,,SGD
2024-10-31,E03340,Voluntary Exit,Compensation,172033.52846827978,,BRL
2024-10-31,E03410,Voluntary Exit,Compensation,82103.2772504279,,USD
2024-10-31,E03662,Voluntary Exit,Work-life Balance,92057.18041901488,,EUR
2024-10-31,E03717,Voluntary Exit,Compensation,64998.756134652016,,USD
2024-10-31,E03730,Voluntary Exit,Career Growth,91650.72712233561,,USD
2024-10-31,E03733,Voluntary Exit,Compensation,59694.63587346469,,SGD
2024-10-31,E03930,Voluntary Exit,Compensation,163403717.24062455,,COP
2024-10-31,E04282,Voluntary Exit,Career Growth,193272044.90107554,,COP
2024-10-31,E04359,Voluntary Exit,Career Growth,128519.5491840451,,EUR
2024-10-31,E04391,Voluntary Exit,Compensation,122974.1017170614,,EUR
2024-10-31,E04545,Voluntary Exit,Manager,98328.98302452514,,SGD
2024-10-31,E04559,Involuntary Exit,Restructuring,93052.39135320616,,SGD
2024-10-31,E04588,Voluntary Exit,Compensation,94837.12796081231,,SGD
2024-10-31,E04695,Voluntary Exit,Other,419575.90971672145,,BRL
2024-10-31,E04756,Voluntary Exit,Career Growth,396101.2575635318,,BRL
2024-10-31,E04790,Hire,Backfill,,178216137.55933455,COP
2024-10-31,E04791,Hire,Backfill,,177239395.73781794,COP
2024-10-31,E04792,Hire,Backfill,,172936592.75029555,COP
2024-10-31,E04793,Hire,Backfill,,167945.61396506714,EUR
2024-10-31,E04794,Hire,Backfill,,154592.08540510965,EUR
2024-10-31,E04795,Hire,Backfill,,162159.94824471898,EUR
2024-10-31,E04796,Hire,Backfill,,102549.02952616574,SGD
2024-10-31,E04797,Hire,Backfill,,93212.04398442047,SGD
2024-10-31,E04798,Hire,Backfill,,103805.14795719385,SGD
2024-10-31,E04799,Hire,Span Rebalance,,261864106.3483426,COP
2024-10-31,E04800,Hire,Span Rebalance,,270413618.41978294,COP
2024-10-31,E04801,Hire,Span Rebalance,,259808487.0666635,COP
2024-10-31,E04802,Hire,Span Rebalance,,482825.5544047165,BRL
2024-10-31,E04803,Hire,Span Rebalance,,186880582.71962875,COP
2024-10-31,E04804,Hire,Span Rebalance,,328383.9044822595,BRL
2024-11-30,E00012,Promotion,Career Progression,127968.0891569814,146095.5222009561,USD
2024-11-30,E00871,Promotion,Career Progression,125897.56071069305,141625.12769740558,EUR
2024-11-30,E01066,Promotion,Career Progression,162289.92325567422,175434.99468341452,SGD
2024-11-30,E01381,Promotion,Career Progression,103407.78085625422,118313.18723515871,USD
2024-11-30,E01395,Promotion,Career Progression,52554.091199733346,56942.92428769727,GBP
2024-11-30,E01471,Promotion,Career Progression,70354.1135601494,77472.1786580913,EUR
2024-11-30,E01898,Promotion,Career Progression,84323.85943421404,92903.60634308046,USD
2024-11-30,E02335,Promotion,Career Progression,220364086.44676787,238133818.92230034,COP
2024-11-30,E02554,Promotion,Career Progression,178025870.50925007,200418674.4933026,COP
2024-11-30,E02585,Promotion,Career Progression,171426.6800720778,189682.9850589223,USD
2024-11-30,E03349,Promotion,Career Progression,97749158.54756366,107940228.43171132,COP
2024-11-30,E03834,Promotion,Career Progression,98975.16542726033,107203.39414416242,USD
2024-11-30,E04023,Promotion,Career Progression,54538.411841497444,61401.88100294056,USD
2024-11-30,E04173,Promotion,Career Progression,108836.56372272935,121428.47066679985,SGD
2024-11-30,E04477,Promotion,Career Progression,299828.3283828941,325293.7638029524,BRL
2024-11-30,E04495,Promotion,Career Progression,339878.8129846419,372782.49026280234,BRL
2024-11-30,E04507,Promotion,Career Progression,264729.98078682047,287183.83084073826,BRL
2024-11-30,E04592,Promotion,Career Progression,93333.87738779765,106145.37590085322,SGD
2024-11-30,E00049,Voluntary Exit,Other,200659.15476737663,,BRL
2024-11-30,E00105,Voluntary Exit,Work-life Balance,78224.81263742817,,GBP
2024-11-30,E00264,Voluntary Exit,Compensation,207628.29438896597,,SGD
2024-11-30,E00308,Involuntary Exit,Performance,122931.3564303703,,SGD
2024-11-30,E00315,Involuntary Exit,Performance,70357.25322475514,,GBP
2024-11-30,E00333,Voluntary Exit,Compensation,159584.7178577789,,BRL
2024-11-30,E00383,Voluntary Exit,Compensation,96477.65995602756,,USD
2024-11-30,E00422,Voluntary Exit,Compensation,1721463.3866412719,,MXN
2024-11-30,E00434,Voluntary Exit,Compensation,563036.8517126737,,MXN
2024-11-30,E00516,Voluntary Exit,Manager,184441.98007447209,,SGD
2024-11-30,E00544,Voluntary Exit,Compensation,153950767.78854182,,COP
2024-11-30,E00716,Involuntary Exit,Restructuring,468555.67265049135,,BRL
2024-11-30,E00871,Voluntary Exit,Career Growth,141625.12769740558,,EUR
2024-11-30,E00950,Voluntary Exit,Compensation,39905.27771568343,,GBP
2024-11-30,E01180,Voluntary Exit,Compensation,211975.08389101506,,SGD
2024-11-30,E01251,Voluntary Exit,Career Growth,105985.05487573172,,EUR
2024-11-30,E01323,Voluntary Exit,Compensation,97854.83595011687,,USD
2024-11-30,E01360,Voluntary Exit,Compensation,620964.4654749918,,MXN
2024-11-30,E01504,Voluntary Exit,Relocation,107699486.0459291,,COP
2024-11-30,E01583,Voluntary Exit,Relocation,90720.71024282467,,USD
2024-11-30,E01701,Voluntary Exit,Compensation,111220663.89869864,,COP
2024-11-30,E01794,Voluntary Exit,Compensation,119434.23924390643,,SGD
2024-11-30,E01958,Voluntary Exit,Compensation,152881.78873868674,,BRL
2024-11-30,E02003,Voluntary Exit,Compensation,155928734.71087423,,COP
2024-11-30,E02040,Voluntary Exit,Career Growth,194759911.24381816,,COP
2024-11-30,E02150,Involuntary Exit,Restructuring,212307.3103409831,,SGD
2024-11-30,E02314,Voluntary Exit,Manager,146233.01739143842,,SGD
2024-11-30,E02451,Voluntary Exit,Career Growth,80424.12672642307,,EUR
2024-11-30,E02782,Voluntary Exit,Compensation,107827341.83462279,,COP
2024-11-30,E02903,Voluntary Exit,Compensation,102300.0,,USD
2024-11-30,E02904,Voluntary Exit,Career Growth,1448560.336140847,,MXN
2024-11-30,E02936,Involuntary Exit,Performance,86382.97722387078,,USD
2024-11-30,E03118,Voluntary Exit,Compensation,976495.6688429117,,MXN
2024-11-30,E03128,Voluntary Exit,Compensation,67112.65080629675,,GBP
2024-11-30,E03245,Involuntary Exit,Performance,152506.34324103137,,SGD
2024-11-30,E03289,Voluntary Exit,Compensation,193174.04577280194,,USD
2024-11-30,E03326,Voluntary Exit,Relocation,166750.61207456535,,EUR
2024-11-30,E03581,Voluntary Exit,Compensation,272328.87441998156,,BRL
2024-11-30,E03653,Voluntary Exit,Relocation,228794259.12472183,,COP
2024-11-30,E03679,Involuntary Exit,Performance,75155.46986070633,,SGD
2024-11-30,E03785,Involuntary Exit,Performance,226722480.3301908,,COP
2024-11-30,E03825,Voluntary Exit,Career Growth,66973.81883209663,,USD
2024-11-30,E03838,Involuntary Exit,Restructuring,96418.00664590535,,USD
2024-11-30,E03870,Involuntary Exit,Restructuring,93782.10684222613,,USD
2024-11-30,E03919,Involuntary Exit,Performance,977094.8153791223,,MXN
2024-11-30,E04141,Involuntary Exit,Restructuring,63093.483833398925,,SGD
2024-11-30,E04301,Voluntary Exit,Compensation,197423866.7168017,,COP
2024-11-30,E04310,Voluntary Exit,Compensation,141043403.01093596,,COP
2024-11-30,E04335,Involuntary Exit,Restructuring,136755198.1879872,,COP
2024-11-30,E04410,Voluntary Exit,Compensation,166608.8885740966,,EUR
2024-11-30,E04586,Voluntary Exit,Compensation,95731.53142070663,,SGD
2024-11-30,E04587,Voluntary Exit,Manager,98382.707743599,,SGD
2024-11-30,E04640,Voluntary Exit,Compensation,163704.15827423378,,USD
2024-11-30,E04805,Hire,Backfill,,146352949.8575363,COP
2024-11-30,E04806,Hire,Backfill,,177187986.40058815,COP
2024-11-30,E04807,Hire,Backfill,,199466243.82047144,COP
2024-11-30,E04808,Hire,Backfill,,183625433.77587742,COP
2024-11-30,E04809,Hire,Backfill,,163218.40872801875,EUR
2024-11-30,E04810,Hire,Backfill,,300042.2627559811,BRL
2024-11-30,E04811,Hire,Backfill,,309211.7736149098,BRL
2024-11-30,E04812,Hire,Backfill,,101332.56564585135,SGD
2024-11-30,E04813,Hire,Backfill,,87079.96817700993,SGD
2024-11-30,E04814,Hire,Backfill,,94175.42789911205,SGD
2024-11-30,E04815,Hire,Span Rebalance,,232175980.41489357,COP
2024-12-31,E00018,Promotion,Career Progression,113535.49474113093,124239.33348955441,USD
2024-12-31,E00022,Promotion,Career Progression,126725.2339737938,140803.14174408137,USD
2024-12-31,E00056,Promotion,Career Progression,606949.2434909142,680451.5786106843,MXN
2024-12-31,E00372,Promotion,Career Progression,121486492.99994215,132372930.02403775,COP
2024-12-31,E00557,Promotion,Career Progression,97755.25420947674,111283.73397699399,EUR
2024-12-31,E00706,Promotion,Career Progression,138780.6986538583,152191.4503205495,USD
2024-12-31,E00731,Promotion,Career Progression,146441.65856865168,159375.19261418394,GBP
2024-12-31,E00978,Promotion,Career Progression,99114074.78093262,113589664.29197711,COP
2024-12-31,E01012,Promotion,Career Progression,153874.7485673547,175551.0576907044,USD
2024-12-31,E01081,Promotion,Career Progression,94306.06253440016,106376.85641931772,EUR
2024-12-31,E01219,Promotion,Career Progression,142106.1671789606,158753.11545447106,SGD
2024-12-31,E01278,Promotion,Career Progression,262921.88743535103,298270.111106486,BRL
2024-12-31,E01372,Promotion,Career Progression,117563.92711330582,127152.10406594789,USD
2024-12-31,E01667,Promotion,Career Progression,75142.10621687109,82330.97004328012,USD
2024-12-31,E01911,Promotion,Career Progression,96005.39849928081,105059.01541340661,EUR
2024-12-31,E02404,Promotion,Career Progression,65728.7103903628,74360.0490696023,EUR
2024-12-31,E02573,Promotion,Career Progression,138663054.14765313,155631300.81457025,COP
2024-12-31,E02598,Promotion,Career Progression,77041.96220052172,83658.37455825187,USD
2024-12-31,E02819,Promotion,Career Progression,149366125.08378404,163254002.0257436,COP
2024-12-31,E02995,Promotion,Career Progression,86354.55919796998,94930.09702760816,USD
2024-12-31,E03213,Promotion,Career Progression,107948.30375739302,121154.55602750077,EUR
2024-12-31,E03333,Promotion,Career Progression,1139139.9317456898,1238622.5043403085,MXN
2024-12-31,E03658,Promotion,Career Progression,139494.04360259036,154501.48391435025,EUR
2024-12-31,E04194,Promotion,Career Progression,54066.1846418878,59109.563484187835,EUR
2024-12-31,E04352,Promotion,Career Progression,176805692.106396,198315864.88218546,COP
2024-12-31,E04584,Promotion,Career Progression,89538.41320249223,101041.2824310345,SGD
2024-12-31,E04686,Promotion,Career Progression,129439.10876947909,143541.940667414,USD
2024-12-31,E04691,Promotion,Career Progression,136296.73296485256,151364.83908709168,USD
2024-12-31,E00071,Voluntary Exit,Career Growth,65720.30826115237,,GBP
2024-12-31,E00087,Voluntary Exit,Other,78516.01389915498,,GBP
2024-12-31,E00098,Voluntary Exit,Manager,195977.08042931271,,SGD
2024-12-31,E00345,Voluntary Exit,Compensation,531617.7339076465,,MXN
2024-12-31,E00398,Voluntary Exit,Compensation,72348.96495562143,,GBP
2024-12-31,E00594,Voluntary Exit,Compensation,96697551.26477498,,COP
2024-12-31,E01011,Involuntary Exit,Performance,229911178.75250927,,COP
2024-12-31,E01184,Voluntary Exit,Compensation,97270.85063595192,,GBP
2024-12-31,E01301,Voluntary Exit,Relocation,93869069.1541488,,COP
2024-12-31,E01333,Involuntary Exit,Restructuring,180871744.00146988,,COP
2024-12-31,E01357,Voluntary Exit,Career Growth,209799.00473708124,,GBP
2024-12-31,E01475,Voluntary Exit,Relocation,124139.91099449183,,USD
2024-12-31,E01544,Voluntary Exit,Compensation,95750.05283110158,,EUR
2024-12-31,E01585,Voluntary Exit,Other,145647.63038453055,,USD
2024-12-31,E01724,Voluntary Exit,Career Growth,171980.88907221708,,SGD
2024-12-31,E01736,Involuntary Exit,Performance,94123.50809817653,,SGD
2024-12-31,E01741,Involuntary Exit,Performance,239693.46101490114,,SGD
2024-12-31,E01949,Voluntary Exit,Manager,112199.16414025876,,GBP
2024-12-31,E02025,Involuntary Exit,Performance,93865.48859137022,,USD
2024-12-31,E02034,Voluntary Exit,Compensation,190165.65807698402,,BRL
2024-12-31,E02369,Involuntary Exit,Performance,177787.01270442,,USD
2024-12-31,E02444,Voluntary Exit,Compensation,82464.005180113,,USD
2024-12-31,E02616,Voluntary Exit,Compensation,51450.52514230313,,USD
2024-12-31,E02622,Voluntary Exit,Compensation,964632.0291036911,,MXN
2024-12-31,E03033,Voluntary Exit,Compensation,149384868.1130783,,COP
2024-12-31,E03135,Involuntary Exit,Restructuring,59533.68507585124,,GBP
2024-12-31,E03215,Voluntary Exit,Work-life Balance,764694.2230915263,,MXN
2024-12-31,E03305,Involuntary Exit,Performance,84091.23909324006,,USD
2024-12-31,E04005,Voluntary Exit,Compensation,86703.70453433074,,USD
2024-12-31,E04087,Voluntary Exit,Manager,98218339.88416481,,COP
2024-12-31,E04097,Involuntary Exit,Restructuring,183358.3547271357,,SGD
2024-12-31,E04516,Involuntary Exit,Restructuring,335914.18318642717,,BRL
2024-12-31,E04816,Hire,Backfill,,176994628.82670197,COP
2024-12-31,E04817,Hire,Backfill,,317160.8896861529,BRL
2024-12-31,E04818,Hire,Backfill,,101551.699320733,SGD
