snapshot_date,employee_id,city,business_unit,department,job_code,job_level,manager_id,currency_code,base_salary_local,variable_target_pct,fte
2024-09-30,E00124,New York,Risk & Compliance,Risk Management,RSK,IC5,E04635,USD,167939.64,0.1,1.0
2024-09-30,E00125,Bogotá,Technology,Data & Analytics,DAT,IC2,E00515,COP,121031991.21,0.1,1.0
2024-09-30,E00126,London,Commercial,Sales,SAL,IC2,E00755,GBP,72307.51,0.25,1.0
2024-09-30,E00127,San Francisco,Operations,Customer Support,OPS,IC3,E00344,USD,100791.0,0.05,1.0
2024-09-30,E00128,London,Technology,Platform Engineering,ENG,IC2,E00983,GBP,82932.55,0.1,1.0
2024-09-30,E00129,São Paulo,Risk & Compliance,Risk Management,RSK,IC1,E03612,BRL,176757.6,0.1,1.0
2024-09-30,E00130,San Francisco,Operations,Transaction Operations,OPS,IC5,E02312,USD,158426.54,0.05,1.0
2024-09-30,E00131,Miami,Technology,Data & Analytics,DAT,IC3,E01086,USD,105887.87,0.1,1.0
2024-09-30,E00132,São Paulo,Operations,Customer Support,OPS,IC3,E00239,BRL,230392.81,0.05,1.0
2024-09-30,E00133,London,Operations,Transaction Operations,OPS,IC2,E00745,GBP,54620.31,0.05,1.0
2024-09-30,E00134,Miami,Product,Product Management,PRD,IC3,E03196,USD,96861.7,0.12,1.0
2024-09-30,E00135,São Paulo,Technology,Data & Analytics,DAT,IC1,E02344,BRL,181711.27,0.1,1.0
2024-09-30,E00136,Dublin,Risk & Compliance,Compliance,RSK,M2,,EUR,144081.06,0.1,1.0
2024-09-30,E00137,Singapore,Technology,Data & Analytics,DAT,IC2,E01049,SGD,113531.52,0.1,1.0
2024-09-30,E00138,New York,Risk & Compliance,Risk Management,RSK,IC5,E04636,USD,189366.22,0.1,1.0
2024-09-30,E00139,Bogotá,Product,Design,PRD,IC4,E01403,COP,183028718.58,0.12,1.0
2024-09-30,E00140,São Paulo,Technology,Platform Engineering,ENG,IC1,E00925,BRL,183595.41,0.1,1.0
2024-09-30,E00141,London,Operations,Customer Support,OPS,M1,E01949,GBP,97397.04,0.05,1.0
2024-09-30,E00142,Bogotá,Product,Product Management,PRD,IC4,E00773,COP,201550904.61,0.12,1.0
2024-09-30,E00143,New York,Technology,Infrastructure,ENG,M1,E01520,USD,166391.67,0.1,1.0
2024-09-30,E00144,Mexico City,Technology,Data & Analytics,DAT,IC3,E01798,MXN,1091529.88,0.1,1.0
2024-09-30,E00145,Singapore,Risk & Compliance,Compliance,RSK,M1,E00264,SGD,117791.34,0.1,1.0
2024-09-30,E00146,Dublin,Commercial,Sales,SAL,IC2,E03658,EUR,57309.88,0.25,1.0
2024-09-30,E00147,Bogotá,Product,Product Management,PRD,IC4,E00945,COP,210237977.28,0.12,1.0
2024-09-30,E00148,Dublin,Technology,Platform Engineering,ENG,IC5,E02185,EUR,143198.63,0.1,1.0
2024-09-30,E00149,Singapore,Technology,Platform Engineering,ENG,IC6,E00287,SGD,240927.61,0.1,1.0
2024-09-30,E00150,Miami,Corporate Services,Finance,FIN,IC4,E04655,USD,94320.25,0.1,0.8
2024-09-30,E00151,San Francisco,Product,Product Management,PRD,IC4,E03296,USD,162104.91,0.12,1.0
2024-09-30,E00152,Miami,Technology,Data & Analytics,DAT,IC4,E01672,USD,113151.98,0.1,0.8
2024-09-30,E00153,San Francisco,Technology,Data & Analytics,DAT,M1,E01161,USD,169409.77,0.1,1.0
2024-09-30,E00154,Miami,Technology,Data & Analytics,DAT,IC3,E01800,USD,108088.92,0.1,1.0
2024-09-30,E00155,São Paulo,Risk & Compliance,Risk Management,RSK,IC2,E04692,BRL,245366.22,0.1,1.0
2024-09-30,E00156,São Paulo,Commercial,Sales,SAL,IC3,E02688,BRL,227239.28,0.41,1.0
2024-09-30,E00157,Singapore,Operations,Customer Support,OPS,IC5,E01282,SGD,163204.38,0.05,1.0
2024-09-30,E00158,Bogotá,Operations,Customer Support,OPS,IC3,E01606,COP,123921788.31,0.05,1.0
2024-09-30,E00159,Miami,Technology,Data & Analytics,DAT,IC3,E01860,USD,100583.4,0.1,1.0
2024-09-30,E00160,Bogotá,Risk & Compliance,Fraud Operations,RSK,IC5,E01375,COP,230611860.41,0.1,1.0
2024-09-30,E00161,New York,Corporate Services,Finance,FIN,IC2,E00480,USD,81717.36,0.1,1.0
2024-09-30,E00162,Dublin,Technology,Data & Analytics,DAT,IC4,E00094,EUR,123997.61,0.1,1.0
2024-09-30,E00163,Miami,Technology,Platform Engineering,ENG,IC2,E00336,USD,89158.97,0.1,1.0
2024-09-30,E00164,Singapore,Commercial,Account Management,SAL,IC2,E02791,SGD,99685.34,0.25,1.0
2024-09-30,E00165,Singapore,Commercial,Account Management,SAL,IC3,E03889,SGD,111925.83,0.25,1.0
2024-09-30,E00166,Singapore,Operations,Transaction Operations,OPS,IC4,E03204,SGD,120714.94,0.05,1.0
2024-09-30,E00167,São Paulo,Operations,Customer Support,OPS,IC3,E01303,BRL,220838.44,0.05,1.0
2024-09-30,E00168,Mexico City,Technology,Data & Analytics,DAT,IC2,E02050,MXN,800494.76,0.1,1.0
2024-09-30,E00169,Miami,Corporate Services,Legal,LGL,IC2,E00793,USD,75119.69,0.1,1.0
2024-09-30,E00170,São Paulo,Operations,Customer Support,OPS,IC2,E01599,BRL,189485.11,0.05,1.0
2024-09-30,E00171,Bogotá,Technology,Data & Analytics,DAT,IC5,E00797,COP,229318390.73,0.1,1.0
2024-09-30,E00172,Miami,Technology,Platform Engineering,ENG,IC4,E00561,USD,125649.77,0.1,1.0
2024-09-30,E00173,Mexico City,Operations,Transaction Operations,OPS,IC4,E04660,MXN,869288.14,0.05,1.0
2024-09-30,E00174,Miami,Product,Product Management,PRD,IC1,E04784,USD,64891.47,0.12,1.0
2024-09-30,E00175,New York,Operations,Transaction Operations,OPS,IC2,E00453,USD,69158.98,0.05,1.0
2024-09-30,E00176,Miami,Technology,Data & Analytics,DAT,IC4,E02167,USD,128773.92,0.1,1.0
2024-09-30,E00177,Miami,Technology,Data & Analytics,DAT,IC3,E02256,USD,84863.8,0.1,0.8
2024-09-30,E00178,Mexico City,Technology,Platform Engineering,ENG,IC3,E01644,MXN,1040183.64,0.1,1.0
2024-09-30,E00179,Dublin,Commercial,Sales,SAL,IC5,E03674,EUR,125320.63,0.25,1.0
2024-09-30,E00180,San Francisco,Product,Product Management,PRD,IC4,E03819,USD,167265.22,0.12,1.0
2024-09-30,E00181,São Paulo,Product,Product Management,PRD,IC3,E01455,BRL,256420.34,0.12,1.0
2024-09-30,E00182,Singapore,Commercial,Marketing,MKT,IC3,E02601,SGD,106968.22,0.12,1.0
2024-09-30,E00183,New York,Risk & Compliance,Compliance,RSK,IC2,E00376,USD,83245.96,0.1,1.0
2024-09-30,E00184,Dublin,Technology,Platform Engineering,ENG,IC1,E02527,EUR,51833.49,0.1,1.0
2024-09-30,E00185,São Paulo,Product,Design,PRD,IC3,E04659,BRL,254185.75,0.12,1.0
2024-09-30,E00186,Mexico City,Technology,Infrastructure,ENG,M4,,MXN,2843474.21,0.1,1.0
2024-09-30,E00187,San Francisco,Product,Product Management,PRD,IC4,E04697,USD,141701.56,0.12,1.0
2024-09-30,E00188,Singapore,Risk & Compliance,Compliance,RSK,IC3,E00264,SGD,112272.18,0.1,1.0
2024-09-30,E00189,Bogotá,Technology,Data & Analytics,DAT,M1,E00797,COP,201626964.16,0.1,1.0
2024-09-30,E00190,London,Corporate Services,Finance,FIN,IC3,E00911,GBP,84568.59,0.1,1.0
2024-09-30,E00191,Dublin,Risk & Compliance,Compliance,RSK,M1,E00136,EUR,101731.18,0.1,0.5
2024-09-30,E00192,Bogotá,Operations,Transaction Operations,OPS,IC5,E00616,COP,191880074.23,0.05,1.0
2024-09-30,E00193,Bogotá,Technology,Data & Analytics,DAT,IC1,E01341,COP,102360994.32,0.1,1.0
2024-09-30,E00194,London,Risk & Compliance,Risk Management,RSK,IC4,E04614,GBP,121378.44,0.1,1.0
2024-09-30,E00195,Bogotá,Operations,Transaction Operations,OPS,M1,E00616,COP,138994491.43,0.05,1.0
2024-09-30,E00196,Singapore,Operations,Customer Support,OPS,IC3,E01416,SGD,96928.64,0.05,1.0
2024-09-30,E00197,San Francisco,Technology,Platform Engineering,ENG,IC4,E01161,USD,160724.3,0.1,1.0
2024-09-30,E00198,Singapore,Technology,Platform Engineering,ENG,IC5,E01021,SGD,221279.49,0.1,1.0
2024-09-30,E00199,New York,Risk & Compliance,Fraud Operations,RSK,IC2,E03155,USD,74039.19,0.1,1.0
2024-09-30,E00200,Singapore,Operations,Customer Support,OPS,IC4,E02323,SGD,127949.48,0.05,0.8
2024-09-30,E00201,San Francisco,Commercial,Account Management,SAL,IC3,E01888,USD,112558.89,0.25,1.0
2024-09-30,E00202,London,Product,Product Management,PRD,IC1,E02697,GBP,51512.52,0.12,1.0
2024-09-30,E00204,New York,Technology,Platform Engineering,ENG,IC5,E01344,USD,194189.91,0.1,1.0
2024-09-30,E00205,San Francisco,Product,Product Management,PRD,IC2,E04698,USD,102218.87,0.12,1.0
2024-09-30,E00206,Dublin,Operations,Transaction Operations,OPS,M1,E00303,EUR,93649.89,0.05,1.0
2024-09-30,E00207,Bogotá,Risk & Compliance,Fraud Operations,RSK,IC2,E02634,COP,125431105.98,0.1,1.0
2024-09-30,E00208,Dublin,Technology,Platform Engineering,ENG,IC3,E03453,EUR,101122.35,0.1,1.0
2024-09-30,E00209,Dublin,Technology,Platform Engineering,ENG,M4,,EUR,245625.94,0.1,1.0
2024-09-30,E00210,New York,Product,Product Management,PRD,M3,E03390,USD,278417.85,0.12,1.0
2024-09-30,E00211,Bogotá,Commercial,Sales,SAL,IC1,E00681,COP,103707587.57,0.25,1.0
2024-09-30,E00212,São Paulo,Commercial,Marketing,MKT,IC2,E01041,BRL,178228.72,0.12,1.0
2024-09-30,E00213,Miami,Product,Product Management,PRD,IC3,E00088,USD,94747.17,0.12,1.0
2024-09-30,E00214,Bogotá,Technology,Platform Engineering,ENG,IC3,E03301,COP,151800907.67,0.1,1.0
2024-09-30,E00215,Singapore,Technology,Data & Analytics,DAT,IC3,E01087,SGD,137600.16,0.1,1.0
2024-09-30,E00216,Singapore,Product,Product Management,PRD,IC5,E00408,SGD,206956.65,0.12,0.8
2024-09-30,E00217,São Paulo,Technology,Platform Engineering,ENG,IC4,E00993,BRL,401801.74,0.1,1.0
2024-09-30,E00218,São Paulo,Technology,Infrastructure,ENG,IC5,E00482,BRL,554702.78,0.1,1.0
2024-09-30,E00219,Mexico City,Operations,Transaction Operations,OPS,IC3,E00367,MXN,689717.49,0.05,1.0
2024-09-30,E00220,Bogotá,Commercial,Sales,SAL,IC4,E00917,COP,186369115.55,0.25,1.0
2024-09-30,E00221,Dublin,Operations,Customer Support,OPS,IC3,E03980,EUR,67839.32,0.05,1.0
2024-09-30,E00222,Bogotá,Operations,Transaction Operations,OPS,IC2,E00999,COP,84030928.48,0.05,1.0
2024-09-30,E00223,London,Technology,Data & Analytics,DAT,IC1,E03057,GBP,57787.51,0.1,1.0
2024-09-30,E00224,Singapore,Operations,Transaction Operations,OPS,IC5,E03313,SGD,165189.93,0.05,1.0
2024-09-30,E00225,Dublin,Technology,Data & Analytics,DAT,IC5,E01354,EUR,137975.09,0.1,1.0
2024-09-30,E00226,Miami,Technology,Data & Analytics,DAT,IC2,E03559,USD,96999.51,0.1,1.0
2024-09-30,E00227,Singapore,Risk & Compliance,Risk Management,RSK,IC2,E03815,SGD,88678.39,0.1,1.0
2024-09-30,E00228,Dublin,Commercial,Account Management,SAL,IC2,E01805,EUR,66094.64,0.25,1.0
2024-09-30,E00229,Bogotá,Technology,Data & Analytics,DAT,IC3,E01380,COP,137419295.7,0.1,1.0
2024-09-30,E00230,New York,Operations,Transaction Operations,OPS,IC3,E04704,USD,88311.23,0.05,1.0
2024-09-30,E00231,São Paulo,Operations,Customer Support,OPS,IC1,E01637,BRL,136928.98,0.05,1.0
2024-09-30,E00232,San Francisco,Risk & Compliance,Fraud Operations,RSK,IC1,E04720,USD,77996.09,0.1,1.0
2024-09-30,E00233,Miami,Operations,Customer Support,OPS,IC4,E01499,USD,95771.88,0.05,1.0
2024-09-30,E00234,Singapore,Risk & Compliance,Risk Management,RSK,IC2,E04641,SGD,100084.12,0.1,1.0
2024-09-30,E00235,Miami,Commercial,Account Management,SAL,M1,E02826,USD,116967.34,0.25,1.0
2024-09-30,E00236,Bogotá,Commercial,Sales,SAL,IC1,E01620,COP,97984669.2,0.25,1.0
2024-09-30,E00237,Miami,Technology,Infrastructure,ENG,IC4,E02643,USD,127192.57,0.1,1.0
2024-09-30,E00238,Singapore,Product,Product Management,PRD,IC5,E03049,SGD,205889.17,0.12,1.0
2024-09-30,E00239,São Paulo,Operations,Customer Support,OPS,M1,E00820,BRL,305962.41,0.05,1.0
2024-09-30,E00240,Miami,Technology,Data & Analytics,DAT,IC6,E03659,USD,191800.4,0.1,1.0
2024-09-30,E00241,Singapore,Commercial,Marketing,MKT,IC3,E02719,SGD,121314.3,0.12,1.0
2024-09-30,E00242,Singapore,Corporate Services,Human Resources,HRS,IC2,E04727,SGD,84104.03,0.1,1.0
2024-09-30,E00243,Dublin,Corporate Services,Human Resources,HRS,IC2,E03307,EUR,55763.4,0.1,1.0
2024-09-30,E00244,Miami,Risk & Compliance,Risk Management,RSK,IC1,E00965,USD,48062.06,0.1,1.0
2024-09-30,E00245,Bogotá,Technology,Infrastructure,ENG,IC4,E02760,COP,192134195.29,0.1,1.0
2024-09-30,E00246,Bogotá,Technology,Infrastructure,ENG,IC3,E03833,COP,180471306.19,0.1,1.0
2024-09-30,E00247,Miami,Risk & Compliance,Risk Management,RSK,M3,,USD,202139.03,0.1,1.0
2024-09-30,E00248,Bogotá,Technology,Platform Engineering,ENG,IC1,E03513,COP,128749284.3,0.1,1.0
2024-09-30,E00249,Singapore,Product,Product Management,PRD,IC1,E03652,SGD,93116.48,0.12,1.0
2024-09-30,E00250,Bogotá,Commercial,Sales,SAL,IC4,E01752,COP,179409851.57,0.25,1.0
2024-09-30,E00251,Bogotá,Corporate Services,Human Resources,HRS,IC4,E02918,COP,163674938.12,0.1,1.0
2024-09-30,E00252,New York,Technology,Infrastructure,ENG,IC3,E00724,USD,150285.44,0.1,1.0
2024-09-30,E00253,Dublin,Product,Design,PRD,IC4,E02620,EUR,111533.59,0.12,1.0
2024-09-30,E00254,Dublin,Product,Product Management,PRD,IC1,E01467,EUR,52078.4,0.12,1.0
